ST_CODE,State_name,Month,Year,PC_Number,PC_name,PC_Type,Candidate_Name,Candidate_Sex,Candidate_Category,Candidate_Age,Party_Abbreviation,Total_Votes_Polled,Position,Alliance
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,PRABHU.V,M,SC,33.0,IND,248.0,27.0,IND
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,GUNASEKARAN.M,M,GEN,46.0,IND,232.0,28.0,IND
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,SENTHIL.P,M,GEN,29.0,IND,225.0,29.0,IND
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,RAJAKUMAR.S,M,GEN,39.0,IND,211.0,30.0,IND
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,WILSON PAUL.S,M,GEN,39.0,IND,208.0,31.0,IND
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,NAHAMANI.J,M,GEN,54.0,JMM,201.0,32.0,UPA
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,DHAMODARAN.T,M,GEN,31.0,IND,179.0,33.0,IND
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,MARIMUTHU.E,M,GEN,54.0,IND,170.0,34.0,IND
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,PARIMALAM.V,M,GEN,38.0,IND,169.0,35.0,IND
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,TEACKRAJ.D,M,GEN,32.0,IND,165.0,36.0,IND
S22,Tamil Nadu,3,2009,4,Chennai central,GEN,LOGANATHAN.V,M,GEN,39.0,IND,126.0,37.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,BAALU T R,M,GEN,67.0,DMK,352641.0,1.0,UPA
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,MOORTHY A K,M,GEN,44.0,PMK,327605.0,2.0,NDA
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,ARUN SUBRAMANIAN  M,M,GEN,57.0,DMDK,84530.0,3.0,DMDK
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,RAJAPPA  B,M,SC,46.0,BSP,4483.0,4.0,BSP
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,SHANMUGAM G,M,SC,68.0,IND,3027.0,5.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,KARIKALAN C,M,SC,33.0,IND,2304.0,6.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,DURAIRAJ L,M,GEN,50.0,IND,2109.0,7.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,KARTHIKEYAN T,M,GEN,35.0,IND,1858.0,8.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,KATTU RAJA N,M,GEN,38.0,IND,1595.0,9.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,DHARMASATHYAMURTHY V,M,GEN,30.0,IND,1348.0,10.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,KUMAR S,M,GEN,41.0,IND,1254.0,11.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,BHARATHI  K,M,SC,28.0,CPI(ML)(L),1138.0,12.0,CPI(ML)(L)
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,VELMURUGAN T N,M,GEN,45.0,IND,929.0,13.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,KALAISELVAN T,M,GEN,28.0,IND,841.0,14.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,MAYA RAMACHANDRAN,F,GEN,32.0,THPI,834.0,15.0,THPI
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,BALU D,M,GEN,61.0,IND,758.0,16.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,SWARNASREE  P,F,GEN,38.0,PPOI,756.0,17.0,PPOI
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,VARATHARAJAN  T,M,GEN,63.0,SHS,753.0,18.0,SHS
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,MADHAVARAJ K V,M,GEN,42.0,IND,639.0,19.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,NAGARAJAN P,M,GEN,37.0,IND,503.0,20.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,LAKSHMI S,F,GEN,74.0,IND,492.0,21.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,EZHILARASU M,M,GEN,25.0,IND,451.0,22.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,PADMANABHAN S,M,GEN,37.0,IND,445.0,23.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,CHANDRU K,M,GEN,31.0,IND,440.0,24.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,THAYUMANA GURU AYYANAR,M,GEN,57.0,AIVP,376.0,25.0,AIVP
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,VIJAYAKUMAR  S,M,GEN,28.0,LJP,352.0,26.0,NDA
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,AYODHI L,M,GEN,45.0,IND,337.0,27.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,RAMESH R,M,GEN,30.0,IND,273.0,28.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,JAMES SELVAM C,M,GEN,37.0,AIJMK,270.0,29.0,AIJMK
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,SAMPATH T,M,GEN,34.0,IND,251.0,30.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,MANIMARAN S,M,GEN,29.0,IND,246.0,31.0,IND
S22,Tamil Nadu,3,2009,5,Sriperumbudur,GEN,MINNAL SRINIVASAN,M,SC,37.0,IND,214.0,32.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,VISWANATHAN.P,M,SC,44.0,INC,330237.0,1.0,UPA
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,RAMAKRISHNAN.DR.E,M,SC,57.0,ADMK,317134.0,2.0,ADMK
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,TAMILVENDAN.T,M,SC,39.0,DMDK,103560.0,3.0,DMDK
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,UTHRAPATHI.K,M,SC,59.0,BSP,5663.0,4.0,BSP
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,MATHIYALAGAN.K,M,SC,33.0,IND,5161.0,5.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,SIVASANKARAN.A,M,SC,47.0,AIJMK,4625.0,6.0,AIJMK
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,MINNAL SRINIVASAN. M.A.,M,GEN,45.83767285411735,IND,51708.935343216646,9.447738881275695,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,RUPADEVI. R.V,F,SC,42.0,IND,2952.0,8.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,MAGESHKUMAR.E,M,SC,30.0,IND,2181.0,9.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,JAYAKUMAR.P.S,M,SC,50.0,IND,1805.0,10.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,PAKKIRI  AMBADKAR.K.V,M,SC,42.0,JMM,1615.0,11.0,UPA
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,SATHIYAVASAN. M.V.,M,SC,40.0,IND,1185.0,12.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,SIVALINGAM.D,M,SC,43.0,IND,1019.0,13.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,SELVAM.G,M,SC,33.0,IND,974.0,14.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,MANIMARAN.K,M,SC,37.0,IND,955.0,15.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,ANBURAAJ.R.K.,M,SC,43.0,IND,877.0,16.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,THIYAGARAJAN.M,M,SC,33.0,IND,862.0,17.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,DAHKSHNA MOORTHY.T,M,SC,40.0,IND,761.0,18.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,MURUGASAN.B,M,SC,39.0,IND,754.0,19.0,IND
S22,Tamil Nadu,3,2009,6,Kancheepuram,SC,JAWAHARLAL NEHRU.P,M,SC,42.0,LJP,696.0,20.0,NDA
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,JAGATHRAKSHAKAN,M,GEN,61.0,DMK,415041.0,1.0,UPA
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,VELU R,M,GEN,68.0,PMK,305245.0,2.0,NDA
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,SANKAR S,M,GEN,40.0,DMDK,82038.0,3.0,DMDK
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,PANJATSARAM D,M,SC,54.0,IND,7078.0,4.0,IND
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,MARY JOHN,M,GEN,61.0,BSP,6641.0,5.0,BSP
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,PALANI W B,M,GEN,40.0,PNK,6026.0,6.0,NDA
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,ANNAMALAI S C,M,GEN,53.0,AIVP,4305.0,7.0,AIVP
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,MUTHIYALU M,M,GEN,54.0,IND,4084.0,8.0,IND
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,JANAKIRAMAN  J,M,GEN,31.0,IND,4032.0,9.0,IND
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,JAGADEESWARAN J,M,GEN,30.0,IND,3788.0,10.0,IND
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,ISAAC JEBA KUMAR S,M,GEN,43.0,AIJMK,2799.0,11.0,AIJMK
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,PANDIAN E,M,GEN,33.0,IND,2298.0,12.0,IND
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,SUTHA  N,M,SC,42.0,IND,1883.0,13.0,IND
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,JEGAN S,M,GEN,30.0,IND,1615.0,14.0,IND
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,SHANMUGAM K,M,GEN,57.0,JD(U),1533.0,15.0,NDA
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,MATHEW   N  D,M,GEN,36.0,IND,1247.0,16.0,IND
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,THULASI G,M,GEN,35.0,IND,1089.0,17.0,IND
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,MANAVAULAN K,M,GEN,54.0,SP,980.0,18.0,SP
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,SRINIVASAN K,M,SC,32.0,LJP,765.0,19.0,NDA
S22,Tamil Nadu,3,2009,7,Arakkonam,GEN,PASSAMIGHU ANNAN VENKATESANOR  TA  V,M,GEN,53.0,ADSMK,629.0,20.0,ADSMK
S22,Tamil Nadu,3,2009,8,Vellore,GEN,ABDUL RAHMAN,M,GEN,49.0,DMK,360474.0,1.0,UPA
S22,Tamil Nadu,3,2009,8,Vellore,GEN,VASU  L K M B,M,GEN,48.0,ADMK,253081.0,2.0,ADMK
S22,Tamil Nadu,3,2009,8,Vellore,GEN,SHOUKATH SHERIF,M,GEN,43.0,DMDK,62696.0,3.0,DMDK
S22,Tamil Nadu,3,2009,8,Vellore,GEN,RAJENDIRAN A K,M,GEN,54.0,BJP,11184.0,4.0,NDA
S22,Tamil Nadu,3,2009,8,Vellore,GEN,CHANDRAN C,M,SC,61.0,IND,6046.0,5.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,KUBENDIRAN D,M,SC,46.0,IND,5143.0,6.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,GOPALAKRISHNAN   C,M,GEN,36.0,IND,4822.0,7.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,MANSOOR  AHMED,M,GEN,46.0,BSP,2818.0,8.0,BSP
S22,Tamil Nadu,3,2009,8,Vellore,GEN,RAJAN BABU B,M,GEN,34.0,MMKA,2352.0,9.0,MMKA
S22,Tamil Nadu,3,2009,8,Vellore,GEN,VIJAYAKUMAR,M,GEN,54.0,IND,2134.0,10.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,NATRAJAN  P,M,GEN,59.0,IND,1612.0,11.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,ABDUL MAJEED,M,GEN,45.83767285411735,IND,51708.935343216646,9.447738881275695,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,GOVINDARAJI P V,M,GEN,40.0,SP,1161.0,13.0,SP
S22,Tamil Nadu,3,2009,8,Vellore,GEN,EKAMBARAM E A,M,GEN,69.0,NMK,1114.0,14.0,NMK
S22,Tamil Nadu,3,2009,8,Vellore,GEN,ARIUDAI NAMBI D,M,GEN,48.0,IND,1059.0,15.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,ESWARAN  R,M,GEN,44.0,IND,1018.0,16.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,PALANI  R  T,M,GEN,51.0,IND,974.0,17.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,RAMAN,M,GEN,31.0,IND,923.0,18.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,THAGIR AHAMED,M,GEN,66.0,LJP,854.0,19.0,NDA
S22,Tamil Nadu,3,2009,8,Vellore,GEN,DHANDAPANI T,M,GEN,42.0,IND,621.0,20.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,MUNIYAPPAN  K,M,GEN,58.0,ADSMK,560.0,21.0,ADSMK
S22,Tamil Nadu,3,2009,8,Vellore,GEN,PERUMAL D,M,GEN,32.0,IND,542.0,22.0,IND
S22,Tamil Nadu,3,2009,8,Vellore,GEN,NARAYANAN R,M,GEN,45.0,AIVP,521.0,23.0,AIVP
S22,Tamil Nadu,3,2009,8,Vellore,GEN,SURESHKUMAR  P,M,GEN,26.0,IND,508.0,24.0,IND
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,SUGAVANAM. E.G.,M,GEN,51.0,DMK,335977.0,1.0,UPA
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,NANJEGOWDU. K.,M,GEN,54.0,ADMK,259379.0,2.0,ADMK
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,ANBARASAN. D.,M,GEN,43.0,DMDK,97546.0,3.0,DMDK
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,BALAKRISHNAN. G.,M,GEN,52.0,BJP,20486.0,4.0,NDA
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,VENKATESAN. K.,M,GEN,40.0,IND,8452.0,5.0,IND
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,CHANDRAN. B.S.,M,GEN,48.0,IND,6396.0,6.0,IND
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,SELVARAJ. M.,M,GEN,58.0,KNMK,4044.0,7.0,KNMK
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,SANKAR. S.,M,SC,37.0,IND,3766.0,8.0,IND
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,LATHA. G.,F,SC,44.0,IND,3763.0,9.0,IND
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,MOORTHY. V.V.,M,SC,31.0,BSP,2896.0,10.0,BSP
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,RAMASWAMY,M,GEN,42.0,IND,2559.0,11.0,IND
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,GOVINDARAJAN. V.,M,GEN,42.0,IND,1885.0,12.0,IND
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,SAKTHIVEL. B.,M,SC,36.0,LJP,1633.0,13.0,NDA
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,MEENA,F,GEN,44.0,IND,1473.0,14.0,IND
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,KUMARESAN. M.,M,SC,34.0,IND,1248.0,15.0,IND
S22,Tamil Nadu,3,2009,9,Krishnagiri,GEN,GAVURAPPA. K.,M,SC,55.0,IND,1075.0,16.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,THAMARAISELVAN. R,M,GEN,45.0,DMK,365812.0,1.0,UPA
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,SENTHIL. R. DR.,M,GEN,47.0,PMK,229870.0,2.0,NDA
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,ELANGOVAN. V,M,GEN,59.0,DMDK,103494.0,3.0,DMDK
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,ASOKAN. G,M,GEN,35.0,KNMK,15333.0,4.0,KNMK
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,RAJA. A,M,GEN,47.0,IND,10561.0,5.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,MANI. R,M,GEN,66.0,IND,9982.0,6.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,PADMARAJAN. K. DR.,M,GEN,50.0,IND,5571.0,7.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,PURUSOTHAMAN. V,M,GEN,61.0,BSP,5445.0,8.0,BSP
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,ANANDKUMAR. K,M,GEN,41.0,IND,4589.0,9.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,MURUGAN. G.,M,GEN,40.0,IND,4153.0,10.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,RADHAKRISHNAN. R,M,GEN,53.0,IND,4004.0,11.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,SAMPATHKUMAR. R.,M,GEN,30.0,IND,3092.0,12.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,SRIRAMACHANDRAN,M,GEN,28.0,IND,2652.0,13.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,ANNADURAI. K,M,GEN,40.0,UMK,2434.0,14.0,UMK
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,SIVAN. K,M,GEN,37.0,IND,2411.0,15.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,GOVINDARAJ. S.,M,GEN,48.0,IND,1944.0,16.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,GUNASEKARAN. D,M,SC,38.0,MMKA,1726.0,17.0,MMKA
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,SARAVANAN. S.,M,GEN,36.0,IND,1553.0,18.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,KARUPPUSAMY. S,M,GEN,25.0,IND,1293.0,19.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,ARIVAZHAGAN. P,M,GEN,38.0,IND,1285.0,20.0,IND
S22,Tamil Nadu,3,2009,10,Dharmapuri,GEN,VELMURUGAN. P.,M,GEN,39.0,IND,898.0,21.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,VENUGOPAL.D,M,GEN,73.0,DMK,436866.0,1.0,UPA
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,GURU (A) GURUNATHAN. J,M,GEN,48.0,PMK,288566.0,2.0,NDA
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,MANIKANDAN.S,M,GEN,29.0,DMDK,56960.0,3.0,DMDK
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,AFROZ HUSNA. K.S,F,GEN,38.0,LJP,5798.0,4.0,NDA
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,RAVI R,M,SC,37.0,IND,5432.0,5.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,SHANMUGAVEL M,M,SC,33.0,IND,5126.0,6.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,GURU (A) GURUMOORTHY S,M,SC,31.0,IND,4927.0,7.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,GOVINDASAMY. P,M,SC,63.0,BSP,4731.0,8.0,BSP
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,SAMPATH A,M,SC,39.0,IND,4575.0,9.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,SIVADEVAN N,M,SC,27.0,IND,3056.0,10.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,RAJARAM S.A,M,GEN,39.0,PNK,3026.0,11.0,NDA
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,GURU C,M,GEN,32.0,IND,2903.0,12.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,RAVINDIRAN A,M,SC,38.0,IND,2480.0,13.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,HARI KRISHNAN S,M,SC,41.0,IND,2110.0,14.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,SENTHIL M,M,GEN,29.0,IND,1836.0,15.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,SELVARAJ.P,M,GEN,61.0,SP,1523.0,16.0,SP
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,GURUSWAMY P,M,GEN,61.0,IND,1426.0,17.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,SHANMUGARAJAN A,M,GEN,44.0,IND,1424.0,18.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,MURUGAN S,M,SC,36.0,IND,929.0,19.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,VENUGOPAL S.R,M,GEN,38.0,IND,826.0,20.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,ERSHAD B,M,GEN,34.0,IND,816.0,21.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,SINGARAVELAN P,M,GEN,28.0,IND,808.0,22.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,ARUMUGAM A.A,M,GEN,39.0,IND,753.0,23.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,KUMAR M.M,M,GEN,55.0,IND,747.0,24.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,DHAYANITHI S,M,GEN,29.0,IND,633.0,25.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,MANIKANDAN P,M,GEN,30.0,IND,558.0,26.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,SELVARAJU J,M,GEN,26.0,IND,490.0,27.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,BALASUNDAR S,M,GEN,33.0,IND,467.0,28.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,NAGAMALAI R,M,GEN,32.0,IND,382.0,29.0,IND
S22,Tamil Nadu,3,2009,11,Tiruvannamalai,GEN,SELVAM A,M,GEN,33.0,IND,371.0,30.0,IND
S22,Tamil Nadu,3,2009,12,Arani,GEN,KRISHNASSWAMY M,M,GEN,68.0,INC,396728.0,1.0,UPA
S22,Tamil Nadu,3,2009,12,Arani,GEN,SUBRAMANIYAN N,M,GEN,50.0,ADMK,289898.0,2.0,ADMK
S22,Tamil Nadu,3,2009,12,Arani,GEN,MOHANAM RA,M,GEN,46.0,DMDK,105729.0,3.0,DMDK
S22,Tamil Nadu,3,2009,12,Arani,GEN,VELAUDHAM M,M,GEN,49.0,IND,14919.0,4.0,IND
S22,Tamil Nadu,3,2009,12,Arani,GEN,SHANKAR A,M,GEN,47.0,BSP,9700.0,5.0,BSP
S22,Tamil Nadu,3,2009,12,Arani,GEN,SARAVANAKUMAR K,M,GEN,42.0,PNK,6022.0,6.0,NDA
S22,Tamil Nadu,3,2009,12,Arani,GEN,HARIRAJ T.V,M,GEN,50.0,SP,5178.0,7.0,SP
S22,Tamil Nadu,3,2009,12,Arani,GEN,LOKESH G,M,GEN,28.0,IND,4934.0,8.0,IND
S22,Tamil Nadu,3,2009,12,Arani,GEN,MURUGAN V,M,SC,33.0,IND,2770.0,9.0,IND
S22,Tamil Nadu,3,2009,12,Arani,GEN,SHANMUGAM S,M,GEN,27.0,IND,1793.0,10.0,IND
S22,Tamil Nadu,3,2009,12,Arani,GEN,DURAIRAJ M,M,SC,50.0,IND,1252.0,11.0,IND
S22,Tamil Nadu,3,2009,12,Arani,GEN,SUBRAMANI P,M,SC,46.0,IND,1163.0,12.0,IND
S22,Tamil Nadu,3,2009,12,Arani,GEN,SUBRAMANI G,M,GEN,38.0,IND,1118.0,13.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,ANANDAN M,M,SC,58.0,ADMK,306826.0,1.0,ADMK
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,SWAMIDURAI K,M,SC,77.0,VCK,304029.0,2.0,VCK
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,GANAPATHI P M,M,SC,49.0,DMDK,127476.0,3.0,DMDK
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,KUMAR M,M,SC,27.0,IND,14770.0,4.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,MURUGAVEL A,M,SC,41.0,IND,7522.0,5.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,SAMIDURAI M,M,SC,47.0,IND,4773.0,6.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,POYYATHU S,M,SC,39.0,BSP,4382.0,7.0,BSP
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,RAMESH K,M,SC,31.0,IND,3906.0,8.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,DEVARAJ G,M,SC,28.0,LJP,3317.0,9.0,NDA
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,CHANDRALEGA M,F,SC,27.0,IND,3053.0,10.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,VISWANATHAN S A,M,SC,32.0,IND,2991.0,11.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,VENKATESAN M,M,SC,37.0,CPI(ML)(L),2672.0,12.0,CPI(ML)(L)
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,SHETT M,M,SC,37.0,IND,2635.0,13.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,ANBALAGAN V,M,SC,32.0,IND,2368.0,14.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,PANCHANATHAN R,M,SC,44.0,JMM,1607.0,15.0,UPA
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,MASILAMANI R,M,SC,65.0,IND,1234.0,16.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,ANANDAN P,M,SC,28.0,IND,1212.0,17.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,LAKSHMANAN R,M,SC,49.0,IND,825.0,18.0,IND
S22,Tamil Nadu,3,2009,13,Viluppuram,SC,VENKATESAN S S,M,SC,39.0,AIVP,816.0,19.0,AIVP
S22,Tamil Nadu,3,2009,14,Kallakurichi,GEN,SANKAR ADHI,M,GEN,52.0,DMK,363601.0,1.0,UPA
S22,Tamil Nadu,3,2009,14,Kallakurichi,GEN,DHANARAJU K,M,GEN,52.0,PMK,254993.0,2.0,NDA
