Record ID,Institute,WorkArea,CESSATION YEAR,Reason for ceasing employment,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,Gender.     What is your Gender?,CurrentAge.     Current Age,Employment Type.     Employment Type,Classification.     Classification,LengthofServiceOverall. Overall Length of Service at Institute (in years),LengthofServiceCurrent. Length of Service at current workplace (in years)
634553571408906000,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,Ill Health,-,-,Job Dissatisfaction,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634553808149844000,Southbank Institute of Technology,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,31  35,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634556211676511000,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
634556218132500000,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
634556300304062000,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,41  45,Permanent Full-time,Operational (OO),1-2,1-2
634556943700261000,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retirement,-,-,-,Ill Health,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Tutor,7-10,5-6
634557007707500000,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,5-6
634557157627136000,SkillsTech Australia,Delivery (teaching),2011.0,Termination,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),5-6,11-20
634557860472500000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,46  50,Permanent Full-time,Administration (AO),11-20,11-20
634558028009480000,SkillsTech Australia,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,26  30,Temporary Full-time,Administration (AO),1-2,1-2
634558122915156000,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,,,,,,,,,,,,,,,,,,
634558951400730000,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,56 or older,Permanent Part-time,Professional Officer (PO),More than 20 years,Less than 1 year
634558972484324000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Administration (AO),11-20,11-20
634563192324844000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,,,,,
634563904634531000,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Tutor,5-6,5-6
634563927869375000,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Administration (AO),11-20,3-4
634564000928438000,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,Female,56 or older,Permanent Full-time,Administration (AO),7-10,7-10
634564018384531000,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634564063601250000,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634564078365469000,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,1-2
634564089906719000,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,51-55,Permanent Full-time,Administration (AO),11-20,11-20
634564734197031000,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
634564737601875000,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,46  50,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
634564781161406000,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,41  45,Permanent Full-time,Teacher (including LVT),3-4,3-4
634564785186250000,Brisbane North Institute of TAFE,Non-Delivery (corporate),,Retirement,,,,,,,,,,,,,,,,,,
634564786657344000,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,5-6
634564899012031000,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634565719506875000,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,46  50,Temporary Full-time,Tutor,Less than 1 year,Less than 1 year
634568278370781000,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,Travel,-,-,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634568317773125000,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634568388536875000,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,3-4
634568471579063000,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,7-10
634570010768125000,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Administration (AO),7-10,7-10
634570247249322000,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
634570821134531000,SkillsTech Australia,Non-Delivery (corporate),2011.0,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,26  30,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634570842998906000,SkillsTech Australia,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,Other,-,Female,46  50,Permanent Full-time,Executive (SES/SO),5-6,5-6
634570881452188000,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634574339025156000,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,11-20
634574528552031000,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634574540544844000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634575147671875000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
634575160731250000,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,Travel,-,-,Male,51-55,Permanent Full-time,Teacher (including LVT),11-20,11-20
634575215740156000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634575365172344000,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
634575412792500000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,More than 20 years
634575998028125000,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634576020012813000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Part-time,Professional Officer (PO),11-20,3-4
634576068194844000,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,51-55,Permanent Full-time,Teacher (including LVT),11-20,11-20
634576230941875000,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Male,56 or older,Contract/casual,Teacher (including LVT),1-2,1-2
634576957824062000,SkillsTech Australia,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Administration (AO),11-20,1-2
634577056474375000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,Travel,-,-,Female,21  25,Permanent Full-time,Administration (AO),Less than 1 year,Less than 1 year
634577068502656000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Male,56 or older,Permanent Full-time,Administration (AO),3-4,11-20
634577125839844000,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,7-10
634577814504531000,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
634577945776563000,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,51-55,Contract/casual,Teacher (including LVT),3-4,1-2
634577978929375000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,31  35,Temporary Part-time,Administration (AO),3-4,1-2
634580376657969000,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,41  45,Permanent Part-time,Teacher (including LVT),7-10,7-10
634580402580937000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),11-20,3-4
634580449107031000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,,,,,,,,,,,,,,,,,,,
634580584676406000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Executive (SES/SO),More than 20 years,More than 20 years
634581174116250000,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634581193524375000,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,46  50,Permanent Full-time,Teacher (including LVT),11-20,11-20
634581200570937000,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,3-4
634581205982188000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Transfer,-,-,-,-,-,-,-,-,-,-,-,NONE,,,,,,
634581219297344000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
634581227530000000,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Teacher (including LVT),7-10,7-10
634581240039844000,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634581287875000000,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,56 or older,Permanent Part-time,Teacher (including LVT),11-20,11-20
634581374353750000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
634581382832188000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,Less than 1 year
634581395871562000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,1-2
634582037492969000,SkillsTech Australia,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634582074204062000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,26  30,Temporary Full-time,Professional Officer (PO),Less than 1 year,Less than 1 year
634582107325625000,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634582121700937000,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Part-time,Tutor,11-20,11-20
634582155813125000,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Female,46  50,Temporary Part-time,Teacher (including LVT),1-2,1-2
634582194805469000,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634582239753594000,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Part-time,Teacher (including LVT),More than 20 years,More than 20 years
634582296244062000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
634582313571250000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,41  45,Permanent Part-time,Administration (AO),11-20,11-20
634583031748750000,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Apprentice,5-6,11-20
634583077875781000,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,11-20
634583118693437000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Professional Officer (PO),11-20,11-20
634583146836094000,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634583178702344000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),7-10,7-10
634583834033437000,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
634583841789688000,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
634583921802031000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634583953717969000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Female,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
634583967086406000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,31  35,Permanent Part-time,Technical Officer (TO),5-6,5-6
634583968718906000,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,56 or older,Temporary Part-time,Teacher (including LVT),3-4,3-4
634584008886406000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Transfer,Career Move - Public Sector,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,21  25,Temporary Full-time,Administration (AO),1-2,Less than 1 year
634586368436563000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,More than 20 years
634587255819219000,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
634587282300781000,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Professional Officer (PO),11-20,11-20
634587326853281000,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
634587358750312000,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),3-4,3-4
634587368215469000,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,46  50,Permanent Full-time,Operational (OO),11-20,11-20
634587439648750000,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
634588118119375000,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,41  45,Permanent Part-time,Teacher (including LVT),11-20,1-2
634588206563125000,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634588972696719000,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,,,,,
634589004859375000,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,51-55,Permanent Full-time,Administration (AO),11-20,5-6
634589056926875000,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634589124148906000,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Technical Officer (TO),5-6,5-6
634589153179219000,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,51-55,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
634589971216563000,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634592500853750000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,,,,,,
634592549493281000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,46  50,Temporary Part-time,Administration (AO),3-4,3-4
634593386107187000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,41  45,Temporary Full-time,Administration (AO),1-2,1-2
634595096448594000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Female,56 or older,Permanent Part-time,Administration (AO),7-10,7-10
634595867098906000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,41  45,Temporary Full-time,Administration (AO),3-4,3-4
634596021056875000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,26  30,Temporary Full-time,Technical Officer (TO),Less than 1 year,Less than 1 year
634596058346875000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,,,,,,
634598712269375000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Male,46  50,Permanent Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
634599352590156000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,51-55,Temporary Part-time,Professional Officer (PO),3-4,Less than 1 year
634600207124687000,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Temporary Part-time,Workplace Training Officer,3-4,3-4
634600285342656000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,Other,-,Female,41  45,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634601227926094000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,-,-,-,-,-,-,-,-,-,-,Other,-,Female,31  35,Permanent Full-time,Administration (AO),3-4,1-2
634612373906875000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
634617650635469000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,Maternity/Family,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,41  45,Permanent Full-time,Teacher (including LVT),3-4,3-4
634619453818281000,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,31  35,Permanent Full-time,Executive (SES/SO),Less than 1 year,More than 20 years
634620112502188000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,51-55,Permanent Full-time,Professional Officer (PO),Less than 1 year,11-20
634620134299688000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,-,-,-,Maternity/Family,-,-,-,-,-,-,-,Female,36  40,Temporary Full-time,Administration (AO),5-6,1-2
634623528068438000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634623599234844000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Female,56 or older,Permanent Full-time,Administration (AO),11-20,1-2
634625490994219000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Retirement,,,,,,,,,,,,,,,,,,
634625548923437000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Retirement,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),11-20,3-4
634628700820312000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Male,41  45,Permanent Full-time,Teacher (including LVT),1-2,11-20
634634833429063000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Female,31  35,Permanent Full-time,Teacher (including LVT),1-2,1-2
634635009354531000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,31  35,Temporary Part-time,Administration (AO),Less than 1 year,Less than 1 year
634635670462188000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Termination,,,,,,,,,,,,,Female,41  45,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634638198687656000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,36  40,Permanent Full-time,Teacher (including LVT),7-10,7-10
634638266961250000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,Career Move - Public Sector,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,41  45,Temporary Full-time,Teacher (including LVT),1-2,1-2
634638274154219000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,Career Move - Private Sector,-,-,-,-,-,-,-,-,Other,-,Female,26  30,Temporary Full-time,Administration (AO),1-2,1-2
634638401683906000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
