index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
2732,2019-03-03,Southern,657.97,629.83,67.32,37.04,73.41,59.19
2733,2019-03-03,Eastern,504.47,475.35,,,29.22,25.05
2734,2019-03-03,NorthEastern,31.70,37.30,,,9.21,3.78
2735,2019-03-04,Northern,669.28,487.66,26.88,30.74,121.72,141.53
2736,2019-03-04,Western,"1,270.71","1,249.82",32.6,39.31,34.47,35.43
2737,2019-03-04,Southern,657.97,672.94,67.32,37.04,73.41,63.56
2738,2019-03-04,Eastern,504.47,479.64,,,29.22,25.13
2739,2019-03-04,NorthEastern,31.70,36.08,,,9.21,3.35
2740,2019-03-05,Northern,669.28,502.11,26.88,30.74,121.72,140.05
2741,2019-03-05,Western,"1,270.71","1,282.53",32.6,39.33,34.47,38.61
2742,2019-03-05,Southern,657.97,673.52,67.32,37.07,73.41,58.3
2743,2019-03-05,Eastern,504.47,492.45,,,29.22,29.79
2744,2019-03-05,NorthEastern,31.70,37.14,,,9.21,3.83
2745,2019-03-06,Northern,671.43,525.30,26.88,31.04,121.72,138.83
2746,2019-03-06,Western,"1,270.71","1,289.83",32.6,39.32,34.47,39.21
2747,2019-03-06,Southern,657.97,677.88,67.32,35.83,73.41,60.35
2748,2019-03-06,Eastern,504.47,490.23,,,29.22,33.22
2749,2019-03-06,NorthEastern,31.70,36.81,,,9.21,3.64
2750,2019-03-07,Northern,668.95,553.11,26.88,31.06,121.72,139.14
2751,2019-03-07,Western,"1,270.71","1,300.96",32.6,39.36,34.47,39.26
2752,2019-03-07,Southern,657.97,681.83,67.32,32.53,73.41,70.05
2753,2019-03-07,Eastern,504.47,502.32,,,29.22,30.57
2754,2019-03-07,NorthEastern,31.70,31.51,,,9.21,3.33
2755,2019-03-08,Northern,669.81,552.36,26.88,30.98,121.72,135.35
2756,2019-03-08,Western,"1,270.71","1,297.64",32.6,39.27,34.47,38.76
2757,2019-03-08,Southern,657.97,671.80,67.32,33.69,73.41,80.13
2758,2019-03-08,Eastern,504.47,493.33,,,29.22,30.45
2759,2019-03-08,NorthEastern,31.70,31.08,,,9.21,3.54
2760,2019-03-09,Northern,669.81,553.17,26.88,30.91,121.72,135.11
2761,2019-03-09,Western,"1,270.71","1,281.24",32.6,39.33,34.47,35.35
2762,2019-03-09,Southern,657.97,670.04,67.32,33.02,73.41,78.66
2763,2019-03-09,Eastern,504.47,501.30,,,29.22,35.73
2764,2019-03-09,NorthEastern,31.70,28.92,,,9.21,3.85
2765,2019-03-10,Northern,669.81,541.58,26.88,30.96,121.72,132.47
2766,2019-03-10,Western,"1,270.71","1,272.54",32.6,39.36,34.47,29.16
2767,2019-03-10,Southern,657.97,654.47,67.32,32.37,73.41,60.36
2768,2019-03-10,Eastern,504.47,518.35,,,29.22,30.16
2769,2019-03-10,NorthEastern,31.70,37.10,,,9.21,3.2
2770,2019-03-11,Northern,669.81,555.94,26.88,31.2,121.72,137.15
2771,2019-03-11,Western,"1,270.71","1,290.87",32.6,39.32,34.47,35.04
2772,2019-03-11,Southern,666.68,674.99,67.32,33.69,73.41,70.63
2773,2019-03-11,Eastern,504.47,538.01,,,29.22,36.34
2774,2019-03-11,NorthEastern,31.70,38.97,,,9.21,3.18
2775,2019-03-12,Northern,669.81,573.33,26.88,31.12,121.72,141.25
2776,2019-03-12,Western,"1,270.71","1,301.76",32.6,39.36,34.47,30.94
2777,2019-03-12,Southern,678.58,691.11,67.32,31.97,73.41,64.85
2778,2019-03-12,Eastern,504.47,540.64,,,29.22,37.34
2779,2019-03-12,NorthEastern,31.70,38.97,,,9.21,3.0
2780,2019-03-13,Northern,665.93,581.45,26.88,31.18,121.72,139.67
2781,2019-03-13,Western,"1,273.92","1,298.01",32.6,39.31,34.47,32.08
2782,2019-03-13,Southern,678.58,683.79,67.32,32.09,73.41,69.52
2783,2019-03-13,Eastern,504.47,535.98,,,29.22,37.1
2784,2019-03-13,NorthEastern,31.70,37.75,,,9.21,3.58
2785,2019-03-14,Northern,654.78,559.54,26.88,31.2,121.72,140.21
2786,2019-03-14,Western,"1,273.92","1,288.95",32.6,39.3,34.47,32.69
2787,2019-03-14,Southern,678.58,683.74,67.32,31.16,73.41,68.86
2788,2019-03-14,Eastern,504.47,533.24,,,29.22,34.81
2789,2019-03-14,NorthEastern,31.70,38.71,,,9.21,3.04
2790,2019-03-15,Northern,654.91,549.26,26.88,31.39,121.72,145.29
2791,2019-03-15,Western,"1,269.92","1,266.81",32.6,39.29,34.47,37.94
2792,2019-03-15,Southern,678.58,674.22,67.32,33.23,73.41,67.98
2793,2019-03-15,Eastern,504.47,505.18,,,29.22,39.61
2794,2019-03-15,NorthEastern,31.70,37.69,,,9.21,3.43
2795,2019-03-16,Northern,654.91,549.12,26.88,35.46,121.72,149.54
2796,2019-03-16,Western,"1,267.32","1,275.73",32.6,39.37,34.47,23.38
2797,2019-03-16,Southern,678.58,660.26,67.32,33.6,73.41,66.29
2798,2019-03-16,Eastern,508.97,504.24,,,29.22,38.02
2799,2019-03-16,NorthEastern,31.70,36.52,,,9.21,3.32
2800,2019-03-17,Northern,654.91,535.90,26.88,35.99,121.72,138.01
2801,2019-03-17,Western,"1,267.32","1,263.19",32.6,39.35,34.47,21.05
2802,2019-03-17,Southern,678.58,649.84,67.32,33.64,73.41,56.39
2803,2019-03-17,Eastern,508.97,477.01,,,29.22,32.7
2804,2019-03-17,NorthEastern,31.70,37.07,,,9.21,3.1
2805,2019-03-18,Northern,660.12,576.89,26.88,30.85,121.72,139.35
2806,2019-03-18,Western,"1,267.32","1,295.64",32.6,38.95,34.47,38.45
2807,2019-03-18,Southern,678.58,674.26,67.32,32.55,73.41,77.85
2808,2019-03-18,Eastern,508.97,491.13,,,29.22,27.3
2809,2019-03-18,NorthEastern,31.70,37.35,,,9.21,2.81
2810,2019-03-19,Northern,669.66,558.58,26.88,30.18,121.72,142.42
2811,2019-03-19,Western,"1,267.32","1,324.23",32.6,38.76,34.47,31.03
2812,2019-03-19,Southern,678.58,695.98,67.32,32.7,73.41,82.64
2813,2019-03-19,Eastern,508.97,515.35,,,29.22,34.07
2814,2019-03-19,NorthEastern,31.70,37.07,,,9.21,2.73
2815,2019-03-20,Northern,659.45,541.64,26.88,30.31,121.72,146.7
2816,2019-03-20,Western,"1,251.69","1,282.07",32.6,38.54,34.47,26.14
2817,2019-03-20,Southern,678.58,713.96,67.32,33.12,73.41,76.03
2818,2019-03-20,Eastern,508.97,517.30,,,29.22,36.43
2819,2019-03-20,NorthEastern,31.70,36.66,,,9.21,3.09
2820,2019-03-21,Northern,658.49,476.27,26.88,30.56,121.72,146.88
2821,2019-03-21,Western,"1,251.69","1,125.15",32.6,38.84,34.47,20.72
2822,2019-03-21,Southern,678.58,677.36,67.32,32.99,73.41,65.34
2823,2019-03-21,Eastern,508.97,465.95,,,29.22,30.0
2824,2019-03-21,NorthEastern,31.70,36.63,,,9.21,3.17
2825,2019-03-22,Northern,658.49,495.12,26.88,30.41,121.72,143.7
2826,2019-03-22,Western,"1,251.69","1,184.93",32.6,39.09,34.47,28.2
2827,2019-03-22,Southern,678.58,701.80,67.32,33.14,73.41,74.16
2828,2019-03-22,Eastern,500.87,495.87,,,29.22,30.09
2829,2019-03-22,NorthEastern,31.70,37.12,,,9.21,3.15
2830,2019-03-23,Northern,660.84,520.20,26.88,30.42,121.72,142.52
2831,2019-03-23,Western,"1,251.69","1,263.81",32.6,39.29,34.47,26.0
2832,2019-03-23,Southern,678.58,709.13,67.32,33.18,73.41,74.2
2833,2019-03-23,Eastern,500.87,515.41,,,29.22,32.41
2834,2019-03-23,NorthEastern,31.70,37.94,,,9.21,3.42
2835,2019-03-24,Northern,660.84,518.01,26.88,30.33,121.72,142.28
2836,2019-03-24,Western,"1,251.69","1,295.12",32.6,39.3,34.47,22.38
2837,2019-03-24,Southern,678.58,667.50,67.32,35.52,73.41,66.57
2838,2019-03-24,Eastern,500.87,517.00,,,29.22,30.84
2839,2019-03-24,NorthEastern,31.70,39.07,,,9.21,3.1
2840,2019-03-25,Northern,660.84,526.18,26.88,30.42,121.72,137.87
2841,2019-03-25,Western,"1,251.69","1,337.26",32.6,39.34,34.47,25.43
2842,2019-03-25,Southern,678.58,676.60,67.32,37.95,73.41,78.25
2843,2019-03-25,Eastern,500.87,539.14,,,29.22,36.1
2844,2019-03-25,NorthEastern,31.70,39.06,,,9.21,3.0
2845,2019-03-26,Northern,669.84,528.68,26.88,30.49,121.72,141.09
2846,2019-03-26,Western,"1,251.69","1,338.05",32.6,39.36,34.47,32.56
2847,2019-03-26,Southern,678.58,693.39,67.32,39.09,73.41,84.57
2848,2019-03-26,Eastern,500.87,520.41,,,29.22,37.19
2849,2019-03-26,NorthEastern,31.70,37.77,,,9.21,3.03
2850,2019-03-27,Northern,669.84,571.91,26.88,30.51,121.72,148.91
2851,2019-03-27,Western,"1,251.69","1,335.04",32.6,39.37,34.47,31.17
2852,2019-03-27,Southern,678.58,699.81,67.32,39.15,73.41,88.45
2853,2019-03-27,Eastern,500.87,536.15,,,29.22,39.76
2854,2019-03-27,NorthEastern,31.70,38.84,,,9.21,3.09
2855,2019-03-28,Northern,678.07,575.34,26.88,30.24,121.72,162.7
2856,2019-03-28,Western,"1,251.69","1,349.75",32.6,39.3,34.47,25.59
2857,2019-03-28,Southern,678.58,693.26,67.32,39.39,73.41,89.66
2858,2019-03-28,Eastern,500.87,548.13,,,29.22,42.03
2859,2019-03-28,NorthEastern,31.70,38.19,,,9.21,3.24
2860,2019-03-29,Northern,678.07,610.26,26.88,30.15,121.72,173.88
2861,2019-03-29,Western,"1,251.69","1,325.19",32.6,39.3,34.47,29.68
2862,2019-03-29,Southern,678.58,704.33,67.32,35.72,73.41,90.65
2863,2019-03-29,Eastern,500.87,562.16,,,29.22,36.66
2864,2019-03-29,NorthEastern,31.70,38.76,,,9.21,3.39
2865,2019-03-30,Northern,678.07,626.76,26.88,29.93,121.72,180.18
2866,2019-03-30,Western,"1,251.69","1,317.86",32.6,39.22,34.47,29.65
2867,2019-03-30,Southern,678.58,704.90,67.32,34.53,73.41,81.71
2868,2019-03-30,Eastern,500.87,547.65,,,29.22,43.52
2869,2019-03-30,NorthEastern,31.70,39.31,,,9.21,2.58
2870,2019-03-31,Northern,678.07,537.38,26.88,30.15,121.72,182.79
2871,2019-03-31,Western,"1,251.69","1,265.35",32.6,39.3,34.47,28.45
2872,2019-03-31,Southern,678.58,659.77,67.32,34.02,73.41,62.84
2873,2019-03-31,Eastern,500.87,515.08,,,29.22,49.77
2874,2019-03-31,NorthEastern,31.70,33.95,,,9.21,2.46
2875,2019-04-01,Northern,694.44,566.18,27.03,30.3,159.92,181.17
2876,2019-04-01,Western,"1,391.86","1,325.99",32.64,39.28,32.58,34.93
2877,2019-04-01,Southern,666.70,668.20,62.76,33.63,76.25,78.51
2878,2019-04-01,Eastern,526.12,492.91,,,44.26,47.67
2879,2019-04-01,NorthEastern,36.46,34.88,,,4.92,2.79
2880,2019-04-02,Northern,694.44,589.45,27.03,30.24,159.92,181.13
2881,2019-04-02,Western,"1,387.86","1,363.33",32.64,39.22,32.58,28.19
2882,2019-04-02,Southern,666.70,675.02,62.76,33.71,76.25,89.51
2883,2019-04-02,Eastern,526.12,552.31,,,44.26,42.88
2884,2019-04-02,NorthEastern,36.46,40.31,,,4.92,2.83
2885,2019-04-03,Northern,691.80,587.61,27.03,30.11,159.92,195.95
2886,2019-04-03,Western,"1,387.86","1,391.56",32.64,39.24,32.58,30.04
2887,2019-04-03,Southern,666.70,687.85,62.76,33.71,76.25,90.42
2888,2019-04-03,Eastern,526.12,575.35,,,44.26,39.92
2889,2019-04-03,NorthEastern,36.46,32.77,,,4.92,4.4
2890,2019-04-04,Northern,691.80,593.94,27.03,29.9,159.92,187.49
2891,2019-04-04,Western,"1,387.86","1,404.63",32.64,39.21,32.58,28.08
2892,2019-04-04,Southern,666.70,705.27,62.76,33.8,76.25,74.86
2893,2019-04-04,Eastern,526.12,580.84,,,44.26,40.36
2894,2019-04-04,NorthEastern,36.46,36.89,,,4.92,4.08
2895,2019-04-05,Northern,684.12,580.72,27.03,29.64,159.92,188.76
2896,2019-04-05,Western,"1,387.86","1,383.36",32.64,39.18,32.58,26.59
2897,2019-04-05,Southern,666.70,685.75,62.76,33.83,76.25,67.44
2898,2019-04-05,Eastern,526.12,567.83,,,44.26,37.6
2899,2019-04-05,NorthEastern,36.46,30.93,,,4.92,4.05
2900,2019-04-06,Northern,684.12,565.31,27.03,29.84,159.92,204.91
2901,2019-04-06,Western,"1,387.86","1,365.73",32.64,39.15,32.58,26.78
2902,2019-04-06,Southern,666.70,675.43,62.76,33.84,76.25,63.63
2903,2019-04-06,Eastern,515.16,520.82,,,44.26,37.5
2904,2019-04-06,NorthEastern,36.46,31.36,,,4.92,3.37
2905,2019-04-07,Northern,684.12,505.06,27.03,29.88,159.92,206.46
2906,2019-04-07,Western,"1,387.86","1,297.83",32.64,39.21,32.58,15.64
2907,2019-04-07,Southern,666.70,635.79,62.76,34.7,76.25,51.8
2908,2019-04-07,Eastern,515.16,456.77,,,44.26,36.31
2909,2019-04-07,NorthEastern,36.46,28.85,,,4.92,3.3
2910,2019-04-08,Northern,684.12,536.23,27.03,30.01,159.92,199.85
2911,2019-04-08,Western,"1,387.86","1,333.81",32.64,39.14,32.58,27.77
2912,2019-04-08,Southern,666.70,668.28,62.76,34.7,76.25,69.07
2913,2019-04-08,Eastern,515.16,507.71,,,44.26,33.4
2914,2019-04-08,NorthEastern,36.46,32.62,,,4.92,3.24
2915,2019-04-09,Northern,684.16,561.94,27.03,29.86,159.92,190.1
2916,2019-04-09,Western,"1,387.86","1,354.22",32.64,37.86,32.58,29.67
2917,2019-04-09,Southern,666.70,670.17,62.76,34.45,76.25,69.21
2918,2019-04-09,Eastern,515.16,509.04,,,44.26,40.27
2919,2019-04-09,NorthEastern,36.46,36.98,,,4.92,3.05
2920,2019-04-10,Northern,684.16,600.10,27.03,29.81,159.92,194.97
2921,2019-04-10,Western,"1,387.86","1,388.26",32.64,36.53,32.58,33.64
2922,2019-04-10,Southern,662.80,689.98,62.76,35.57,76.25,79.99
2923,2019-04-10,Eastern,515.16,492.00,,,44.26,49.6
2924,2019-04-10,NorthEastern,36.46,42.33,,,4.92,3.65
2925,2019-04-11,Northern,698.95,621.81,27.03,29.55,159.92,202.23
2926,2019-04-11,Western,"1,387.86","1,389.75",32.64,36.75,32.58,41.17
2927,2019-04-11,Southern,662.80,676.23,62.76,36.85,76.25,74.63
2928,2019-04-11,Eastern,515.16,516.40,,,44.26,49.5
2929,2019-04-11,NorthEastern,36.46,43.61,,,4.92,3.86
2930,2019-04-12,Northern,698.95,609.79,27.03,27.74,159.92,208.85
2931,2019-04-12,Western,"1,387.86","1,383.52",32.64,37.44,32.58,50.03
2932,2019-04-12,Southern,662.80,699.97,62.76,34.06,76.25,76.07
2933,2019-04-12,Eastern,515.16,520.26,,,44.26,53.07
2934,2019-04-12,NorthEastern,36.46,44.76,,,4.92,3.05
2935,2019-04-13,Northern,700.17,600.55,27.03,30.03,159.92,199.5
2936,2019-04-13,Western,"1,387.86","1,386.57",32.64,37.76,32.58,37.47
2937,2019-04-13,Southern,662.80,679.88,62.76,33.65,76.25,78.19
2938,2019-04-13,Eastern,515.16,531.81,,,44.26,46.1
2939,2019-04-13,NorthEastern,36.46,42.15,,,4.92,2.99
2940,2019-04-14,Northern,700.21,581.12,27.03,30.0,159.92,197.14
2941,2019-04-14,Western,"1,387.86","1,360.29",32.64,37.84,32.58,25.72
2942,2019-04-14,Southern,662.80,651.75,62.76,36.34,76.25,71.52
2943,2019-04-14,Eastern,515.16,499.49,,,44.26,54.7
2944,2019-04-14,NorthEastern,36.46,42.01,,,4.92,3.09
2945,2019-04-15,Northern,697.43,584.83,27.03,34.38,159.92,194.36
2946,2019-04-15,Western,"1,386.79","1,359.92",32.64,37.8,32.58,36.31
2947,2019-04-15,Southern,662.80,678.68,62.76,38.23,76.25,65.85
2948,2019-04-15,Eastern,515.16,524.77,,,44.26,50.42
2949,2019-04-15,NorthEastern,36.46,41.55,,,4.92,4.01
2950,2019-04-16,Northern,697.43,481.25,27.03,35.83,159.92,208.94
2951,2019-04-16,Western,"1,386.79","1,294.81",32.64,36.16,32.58,27.54
2952,2019-04-16,Southern,662.80,665.73,62.76,37.79,76.25,78.7
2953,2019-04-16,Eastern,511.16,509.51,,,44.26,44.36
2954,2019-04-16,NorthEastern,36.46,38.70,,,4.92,5.46
2955,2019-04-17,Northern,697.43,455.21,27.03,36.14,159.92,205.12
2956,2019-04-17,Western,"1,386.79","1,195.85",32.64,37.45,32.58,35.59
2957,2019-04-17,Southern,662.80,666.00,62.76,38.04,76.25,69.09
2958,2019-04-17,Eastern,511.16,473.22,,,44.26,54.68
2959,2019-04-17,NorthEastern,36.46,36.05,,,4.92,4.1
2960,2019-04-18,Northern,694.78,467.91,27.03,35.05,159.92,197.93
2961,2019-04-18,Western,"1,386.79","1,264.26",32.64,38.93,32.58,42.9
2962,2019-04-18,Southern,662.80,621.80,62.76,38.98,76.25,47.48
2963,2019-04-18,Eastern,511.16,501.60,,,44.26,53.27
2964,2019-04-18,NorthEastern,36.46,39.83,,,4.92,4.23
2965,2019-04-19,Northern,694.78,504.66,27.03,35.29,159.92,187.73
2966,2019-04-19,Western,"1,386.79","1,312.25",32.64,38.93,32.58,32.41
2967,2019-04-19,Southern,662.80,586.89,62.76,39.01,76.25,57.69
2968,2019-04-19,Eastern,511.16,525.69,,,44.26,46.71
2969,2019-04-19,NorthEastern,36.46,40.10,,,4.92,4.24
2970,2019-04-20,Northern,686.78,540.36,27.03,35.66,159.92,189.0
2971,2019-04-20,Western,"1,386.79","1,333.10",32.64,38.97,32.58,43.82
2972,2019-04-20,Southern,666.70,595.44,62.76,38.07,76.25,62.84
2973,2019-04-20,Eastern,511.16,531.20,,,44.26,42.95
2974,2019-04-20,NorthEastern,36.46,31.10,,,4.92,4.35
2975,2019-04-21,Northern,688.88,527.08,27.03,35.62,159.92,196.97
2976,2019-04-21,Western,"1,386.79","1,308.81",32.64,37.45,32.58,33.19
2977,2019-04-21,Southern,677.30,560.37,62.76,38.08,76.25,51.86
2978,2019-04-21,Eastern,511.16,510.14,,,44.26,39.73
2979,2019-04-21,NorthEastern,36.46,40.15,,,4.92,4.3
2980,2019-04-22,Northern,688.88,563.39,27.03,35.34,159.92,206.68
2981,2019-04-22,Western,"1,385.69","1,347.42",32.64,35.38,32.58,41.08
2982,2019-04-22,Southern,677.30,608.82,62.76,37.88,76.25,64.66
2983,2019-04-22,Eastern,511.16,523.04,,,44.26,38.19
2984,2019-04-22,NorthEastern,36.46,38.16,,,4.92,5.75
2985,2019-04-23,Northern,688.88,574.23,27.03,33.42,159.92,235.02
2986,2019-04-23,Western,"1,385.69","1,363.09",32.64,35.29,32.58,36.47
2987,2019-04-23,Southern,677.30,619.98,62.76,37.8,76.25,59.74
2988,2019-04-23,Eastern,511.16,519.06,,,44.26,46.29
2989,2019-04-23,NorthEastern,36.46,39.19,,,4.92,5.2
2990,2019-04-24,Northern,689.08,594.36,27.03,30.16,159.92,245.57
2991,2019-04-24,Western,"1,385.69","1,398.37",32.64,35.27,32.58,40.65
2992,2019-04-24,Southern,677.30,648.12,62.76,37.6,76.25,71.37
2993,2019-04-24,Eastern,511.16,531.87,,,44.26,53.87
2994,2019-04-24,NorthEastern,36.46,38.65,,,4.92,5.35
2995,2019-04-25,Northern,694.08,638.18,27.03,30.55,159.92,254.31
2996,2019-04-25,Western,"1,385.69","1,430.44",32.64,35.53,32.58,49.25
2997,2019-04-25,Southern,677.30,659.62,62.76,39.45,76.25,74.35
2998,2019-04-25,Eastern,511.16,556.14,,,44.26,59.11
2999,2019-04-25,NorthEastern,36.46,37.35,,,4.92,5.29
3000,2019-04-26,Northern,693.92,646.25,27.03,29.63,159.92,271.02
3001,2019-04-26,Western,"1,389.89","1,437.52",32.64,35.44,32.58,42.27
3002,2019-04-26,Southern,667.02,673.33,62.76,38.28,76.25,82.79
3003,2019-04-26,Eastern,511.16,541.47,,,44.26,61.46
3004,2019-04-26,NorthEastern,36.46,41.26,,,4.92,4.38
3005,2019-04-27,Northern,696.70,656.81,27.03,30.75,159.92,260.91
3006,2019-04-27,Western,"1,389.89","1,413.04",32.64,37.66,32.58,39.1
3007,2019-04-27,Southern,667.02,659.28,62.76,38.5,76.25,83.37
3008,2019-04-27,Eastern,511.16,535.03,,,44.26,62.28
3009,2019-04-27,NorthEastern,36.46,39.54,,,4.92,4.75
3010,2019-04-28,Northern,693.89,641.73,27.03,30.69,159.92,262.58
3011,2019-04-28,Western,"1,389.89","1,366.77",32.64,38.43,32.58,33.94
3012,2019-04-28,Southern,667.02,615.63,62.76,38.54,76.25,63.74
3013,2019-04-28,Eastern,511.16,523.95,,,44.26,66.48
3014,2019-04-28,NorthEastern,36.46,39.41,,,4.92,3.44
3015,2019-04-29,Northern,693.89,657.87,27.03,30.77,159.92,265.62
3016,2019-04-29,Western,"1,389.89","1,414.70",32.64,38.85,32.58,22.54
3017,2019-04-29,Southern,667.02,623.83,62.76,38.7,76.25,67.75
3018,2019-04-29,Eastern,511.16,552.14,,,44.26,66.36
3019,2019-04-29,NorthEastern,36.46,39.61,,,4.92,7.93
3020,2019-04-30,Northern,693.79,658.14,27.03,30.7,159.92,266.58
3021,2019-04-30,Western,"1,385.55","1,372.93",32.64,38.85,32.58,29.82
3022,2019-04-30,Southern,667.02,575.48,62.76,38.77,76.25,52.64
3023,2019-04-30,Eastern,511.16,530.50,,,44.26,68.71
3024,2019-04-30,NorthEastern,36.46,39.33,,,4.92,9.89
3025,2019-05-01,Northern,706.34,637.72,26.92,30.75,260.86,259.84
3026,2019-05-01,Western,"1,395.69","1,299.28",32.6,39.2,25.19,37.48
3027,2019-05-01,Southern,662.73,507.89,62.69,38.36,65.75,43.4
3028,2019-05-01,Eastern,516.85,482.56,,,53.28,74.23
3029,2019-05-01,NorthEastern,36.63,37.91,,,13.71,13.9
3030,2019-05-02,Northern,706.34,622.64,26.92,30.82,260.86,243.42
3031,2019-05-02,Western,"1,394.89","1,312.99",32.6,39.2,25.19,53.1
3032,2019-05-02,Southern,662.73,500.51,62.69,38.66,65.75,68.3
3033,2019-05-02,Eastern,516.85,494.04,,,53.28,72.42
3034,2019-05-02,NorthEastern,36.63,37.85,,,13.71,18.76
3035,2019-05-03,Northern,709.86,571.97,26.92,30.01,260.86,239.01
3036,2019-05-03,Western,"1,394.21","1,294.41",32.6,39.08,25.19,52.58
3037,2019-05-03,Southern,662.73,534.34,62.69,38.59,65.75,70.43
3038,2019-05-03,Eastern,516.85,441.69,,,53.28,61.34
3039,2019-05-03,NorthEastern,36.63,39.05,,,13.71,14.91
3040,2019-05-04,Northern,707.89,607.15,26.92,30.93,260.86,228.81
3041,2019-05-04,Western,"1,394.21","1,311.74",32.6,38.97,25.19,55.2
3042,2019-05-04,Southern,662.73,550.12,62.69,38.8,65.75,75.13
3043,2019-05-04,Eastern,528.10,418.03,,,53.28,67.41
3044,2019-05-04,NorthEastern,36.63,33.94,,,13.71,16.08
3045,2019-05-05,Northern,707.89,605.46,26.92,30.99,260.86,228.0
3046,2019-05-05,Western,"1,394.21","1,310.88",32.6,39.12,25.19,46.89
3047,2019-05-05,Southern,662.73,566.09,62.69,39.91,65.75,73.35
3048,2019-05-05,Eastern,528.10,464.79,,,53.28,70.06
3049,2019-05-05,NorthEastern,36.63,31.77,,,13.71,24.59
3050,2019-05-06,Northern,721.17,599.43,26.92,30.8,260.86,231.2
3051,2019-05-06,Western,"1,395.97","1,358.33",32.6,38.97,25.19,53.65
3052,2019-05-06,Southern,662.73,629.86,62.69,38.79,65.75,84.2
3053,2019-05-06,Eastern,534.18,501.55,,,53.28,69.94
3054,2019-05-06,NorthEastern,36.63,39.92,,,13.71,25.91
3055,2019-05-07,Northern,721.17,620.84,26.92,30.77,260.86,245.18
3056,2019-05-07,Western,"1,395.97","1,344.60",32.6,39.09,25.19,51.78
3057,2019-05-07,Southern,662.73,605.91,62.69,37.8,65.75,60.39
3058,2019-05-07,Eastern,534.18,515.94,,,53.28,61.43
3059,2019-05-07,NorthEastern,36.63,41.01,,,13.71,18.96
3060,2019-05-08,Northern,721.17,639.34,26.92,30.75,260.86,242.83
3061,2019-05-08,Western,"1,395.97","1,338.22",32.6,39.24,25.19,50.2
3062,2019-05-08,Southern,662.73,578.09,62.69,37.83,65.75,60.7
3063,2019-05-08,Eastern,539.76,530.79,,,53.28,71.07
3064,2019-05-08,NorthEastern,36.63,40.16,,,13.71,16.81
3065,2019-05-09,Northern,721.17,646.66,26.92,29.78,260.86,259.91
3066,2019-05-09,Western,"1,395.97","1,359.18",32.6,39.17,25.19,49.0
3067,2019-05-09,Southern,662.73,587.78,62.69,37.84,65.75,70.97
3068,2019-05-09,Eastern,539.76,548.81,,,53.28,75.78
3069,2019-05-09,NorthEastern,36.63,40.71,,,13.71,18.43
3070,2019-05-10,Northern,723.99,657.18,26.92,29.84,260.86,267.17
3071,2019-05-10,Western,"1,395.97","1,353.85",32.6,39.24,25.19,55.63
3072,2019-05-10,Southern,662.73,640.56,62.69,38.68,65.75,86.01
3073,2019-05-10,Eastern,539.76,554.74,,,53.28,73.03
3074,2019-05-10,NorthEastern,36.63,41.42,,,13.71,18.13
3075,2019-05-11,Northern,721.34,653.65,26.92,29.96,260.86,272.57
3076,2019-05-11,Western,"1,395.97","1,341.28",32.6,39.28,25.19,57.06
3077,2019-05-11,Southern,662.73,639.76,62.69,38.73,65.75,73.65
3078,2019-05-11,Eastern,539.76,547.32,,,53.28,72.84
3079,2019-05-11,NorthEastern,36.63,41.95,,,13.71,19.99
3080,2019-05-12,Northern,721.34,648.20,26.92,29.93,260.86,261.2
3081,2019-05-12,Western,"1,395.97","1,307.10",32.6,39.22,25.19,51.98
3082,2019-05-12,Southern,662.73,612.77,62.69,38.74,65.75,61.63
3083,2019-05-12,Eastern,539.76,528.79,,,53.28,73.05
3084,2019-05-12,NorthEastern,36.63,39.87,,,13.71,16.79
3085,2019-05-13,Northern,721.34,652.64,26.92,29.9,260.86,240.41
3086,2019-05-13,Western,"1,395.97","1,332.96",32.6,39.14,25.19,54.97
3087,2019-05-13,Southern,662.73,600.79,62.69,38.49,65.75,63.9
3088,2019-05-13,Eastern,539.76,527.54,,,53.28,65.98
3089,2019-05-13,NorthEastern,36.63,40.46,,,13.71,14.01
3090,2019-05-14,Northern,721.34,631.18,26.92,29.97,260.86,253.82
3091,2019-05-14,Western,"1,395.97","1,324.95",32.6,39.09,25.19,48.04
3092,2019-05-14,Southern,662.73,587.55,62.69,38.74,65.75,73.18
3093,2019-05-14,Eastern,530.07,502.35,,,53.28,59.79
3094,2019-05-14,NorthEastern,36.63,40.75,,,13.71,14.66
3095,2019-05-15,Northern,721.34,651.30,26.92,31.19,260.86,253.08
3096,2019-05-15,Western,"1,395.97","1,351.64",32.6,39.24,25.19,46.64
3097,2019-05-15,Southern,662.73,601.53,62.69,33.96,65.75,76.76
3098,2019-05-15,Eastern,530.07,527.32,,,53.28,53.41
3099,2019-05-15,NorthEastern,36.63,43.10,,,13.71,14.95
3100,2019-05-16,Northern,733.97,637.61,26.92,30.24,260.86,247.76
3101,2019-05-16,Western,"1,395.97","1,379.95",32.6,39.29,25.19,38.06
3102,2019-05-16,Southern,662.73,641.32,46.79,33.2,65.75,72.75
3103,2019-05-16,Eastern,530.07,539.31,,,53.28,57.41
3104,2019-05-16,NorthEastern,36.63,42.92,,,13.71,13.46
