SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,yearmonth,CleanedAmount
163,11/09/2018,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,"50,00,000",nan,2018,2018-09-01,5000000.0
164,12/09/2018,Kissht,Fin-Tech,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,"3,00,00,000",nan,2018,2018-09-01,30000000.0
165,01/08/2018,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed Angel Funding,"4,00,000",nan,2018,2018-08-01,400000.0
166,01/08/2018,HealthFin,Finance,Patient Financing Platform,Pune,"Axilor, Sprout Venture Partners and others",Seed Angel Funding,nan,nan,2018,2018-08-01,-999.0
167,02/08/2018,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,"70,00,000",nan,2018,2018-08-01,7000000.0
168,03/08/2018,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,NCR,Y Combinator,Private Equity,"1,20,000",nan,2018,2018-08-01,120000.0
169,07/08/2018,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,nan,Seed Angel Funding,"10,00,000",nan,2018,2018-08-01,1000000.0
170,07/08/2018,ShopX,Consumer Internet,Assisted E-commerce Platform,Bangalore,Fung Strategic Holdings,Private Equity,"3,50,00,000",nan,2018,2018-08-01,35000000.0
171,07/08/2018,MakeMyTrip,Consumer Internet,Online Travel Aggregator,NCR,MakeMyTrip Limited,Private Equity,"1,00,00,000",nan,2018,2018-08-01,10000000.0
172,08/08/2018,Hansel io,Consumer Internet,Real-time Mobile App Management,Bangalore,Vertex Ventures,Seed Angel Funding,"40,00,000",nan,2018,2018-08-01,4000000.0
173,08/08/2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bangalore,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,"1,22,00,000",nan,2018,2018-08-01,12200000.0
174,08/08/2018,Phone Pe,Consumer Internet,UPI Payments App,Bangalore,Flipkart,Private Equity,"6,60,00,000",nan,2018,2018-08-01,66000000.0
175,09/08/2018,quizizz,Ed-Tech,e-learning Platform,Bangalore,"Nexus Venture Partners, Prime Venture Partners and Others",Seed Angel Funding,"30,00,000",nan,2018,2018-08-01,3000000.0
176,09/08/2018,Happy EMI,Fin-Tech,Consumer Financing Platform,Bangalore,AJ Ventures and Jain International Trade Organisation (JITO),Seed Angel Funding,"10,00,000",nan,2018,2018-08-01,1000000.0
177,13/08/2018,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed Angel Funding,"40,00,000",nan,2018,2018-08-01,4000000.0
178,13/08/2018,Observe AI,Technology,AI Based Solutions Platform,Bangalore,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,"80,00,000",nan,2018,2018-08-01,8000000.0
179,16/08/2018,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahemadabad,nan,Seed Angel Funding,"1,14,811",nan,2018,2018-08-01,114811.0
180,17/08/2018,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,NCR,Denlow Investment Trust and Beenext,Private Equity,"58,50,000",nan,2018,2018-08-01,5850000.0
181,20/08/2018,Finzy,Finance,Online Loan Matchmaking Platform,Bangalore,nan,Seed Angel Funding,"10,00,000",nan,2018,2018-08-01,1000000.0
182,20/08/2018,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,"48,00,000",nan,2018,2018-08-01,4800000.0
183,22/08/2018,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focusedPlatform,Bangalore,CDC Group plc,Private Equity,"60,00,000",nan,2018,2018-08-01,6000000.0
184,22/08/2018,Revv,Consumer Internet,Online Indian Car Rental Platform,NCR,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,"1,42,70,000",nan,2018,2018-08-01,14270000.0
185,26/08/2018,ZestMoney,Consumer Internet,Online Lending Platform,Bangalore,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,"1,34,00,000",nan,2018,2018-08-01,13400000.0
186,26/08/2018,Shubh Loans,Fin-Tech,Customer Sourcing Platform,Bangalore,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,"42,00,000",nan,2018,2018-08-01,4200000.0
187,27/08/2018,MyUpchar,Healthcare,Local Language Health Content App,NCR,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,"50,00,000",nan,2018,2018-08-01,5000000.0
188,28/08/2018,Narvar,IT,Post-Purchase Customer Engagement Platform,Bangalore,Accel (formerly known as Accel Partners),Private Equity,"30,00,000",nan,2018,2018-08-01,3000000.0
189,30/08/2018,True North,Finance,Private Equity Firm,Mumbai,nan,Private Equity,"60,00,00,000",nan,2018,2018-08-01,600000000.0
190,01/07/2018,Leena AI,Technology,HR Virtual Agent For Employees,NCR,Y Combinator,Seed Angel Funding,nan,nan,2018,2018-07-01,-999.0
191,02/07/2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,NCR,Ajay Relan and Vinay Mittal,Seed Angel Funding,"10,00,000",nan,2018,2018-07-01,1000000.0
192,04/07/2018,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,"40,00,000",nan,2018,2018-07-01,4000000.0
193,05/07/2018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,"62,50,000",nan,2018,2018-07-01,6250000.0
194,06/07/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,NCR,Info Edge (India) Ltd and Temasek,Private Equity,"2,77,00,000",nan,2018,2018-07-01,27700000.0
195,09/07/2018,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bangalore,Info Edge (India) Ltd,Seed Angel Funding,"4,40,000",nan,2018,2018-07-01,440000.0
196,09/07/2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed Angel Funding,"11,00,000",nan,2018,2018-07-01,1100000.0
197,10/07/2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,NCR,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed Angel Funding,"4,37,000",nan,2018,2018-07-01,437000.0
198,10/07/2018,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,NCR,Venture Catalysts,Seed Angel Funding,nan,nan,2018,2018-07-01,-999.0
199,10/07/2018,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bangalore,ResponsAbility,Private Equity,"50,00,000",nan,2018,2018-07-01,5000000.0
200,10/07/2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,"50,00,000",nan,2018,2018-07-01,5000000.0
201,11/07/2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,"25,00,000",nan,2018,2018-07-01,2500000.0
202,12/07/2018,19th mile,IT,Artificial intelligence-based sales acceleration software platform,NCR,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed Angel Funding,"1,80,000",nan,2018,2018-07-01,180000.0
203,12/07/2018,5th Vital,Healthcare,Home diagnostics services provider,Bangalore,Brand Capital and Others,Seed Angel Funding,"5,00,000",nan,2018,2018-07-01,500000.0
204,13/07/2018,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed Angel Funding,"1,75,000",nan,2018,2018-07-01,175000.0
205,17/07/2018,Ofbusiness,Finance,Online Lending Platform For SME,NCR,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,"2,90,00,000",nan,2018,2018-07-01,29000000.0
206,17/07/2018,Cars24,Consumer Internet,Online Used Car Marketplace,NCR,"Kingsway FCI Fund, KCK Global & Others",Private Equity,"4,97,00,000",nan,2018,2018-07-01,49700000.0
207,18/07/2018,The Ken,Consumer Internet,Subscription-Only News Website,Bangalore,Omidyar Network & Others,Seed Angel Funding,"15,00,000",nan,2018,2018-07-01,1500000.0
208,19/07/2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,"10,00,00,000",nan,2018,2018-07-01,100000000.0
209,20/07/2018,HousingMan,Consumer Internet,Property Discovery Platform,Bangalore,nan,Seed Angel Funding,"15,00,000",nan,2018,2018-07-01,1500000.0
210,21/07/2018,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,"1,80,00,000",nan,2018,2018-07-01,18000000.0
211,23/07/2018,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bangalore,nan,Seed Angel Funding,nan,nan,2018,2018-07-01,-999.0
212,23/07/2018,VTION,Technology,Media Analytics,NCR,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed Angel Funding,"2,80,000",nan,2018,2018-07-01,280000.0
213,23/07/2018,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed Angel Funding,"4,36,000",nan,2018,2018-07-01,436000.0
214,24/07/2018,kidovators,Ed-Tech,Skill Learning Platform,Bangalore,Gray Matters,Seed Angel Funding,"1,80,000",nan,2018,2018-07-01,180000.0
215,24/07/2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,"4,50,00,000",nan,2018,2018-07-01,45000000.0
216,25/07/2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,"1,70,00,000",nan,2018,2018-07-01,17000000.0
217,25/07/2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed Angel Funding,"12,50,000",nan,2018,2018-07-01,1250000.0
218,25/07/2018,iqlect,Technology,Data Analytics Firm,Bangalore,Ventureast and Exfinity,Seed Angel Funding,"25,00,000",nan,2018,2018-07-01,2500000.0
219,26/07/2018,Entropik,IT,Software-As-A-Service Platform,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed Angel Funding,"11,00,000",nan,2018,2018-07-01,1100000.0
220,26/07/2018,Bitla Software,Technology,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,Private Equity,nan,nan,2018,2018-07-01,-999.0
221,26/07/2018,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,"5,00,000",nan,2018,2018-07-01,500000.0
222,30/07/2018,Shuttl,Consumer Internet,Bus Aggregation Platform,NCR,Amazon Alexa Fund & Dentsu Ventures,Private Equity,"1,10,00,000",nan,2018,2018-07-01,11000000.0
223,30/07/2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,"12,00,00,000",nan,2018,2018-07-01,120000000.0
224,31/07/2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,"10,00,00,000",nan,2018,2018-07-01,100000000.0
225,31/07/2018,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed Angel Funding,"50,00,000",nan,2018,2018-07-01,5000000.0
226,01/06/2018,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,NCR,"Sabre Partners, Puneet Dalmia & Others",Private Equity,"1,00,00,000",nan,2018,2018-06-01,10000000.0
227,04/06/2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bangalore,Aspire Logistics LLC,Seed Angel Funding,"1,25,000",nan,2018,2018-06-01,125000.0
228,04/06/2018,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed Angel Funding,nan,nan,2018,2018-06-01,-999.0
229,05/06/2018,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed Angel Funding,nan,nan,2018,2018-06-01,-999.0
230,05/06/2018,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed Angel Funding,nan,nan,2018,2018-06-01,-999.0
231,07/06/2018,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,"2,30,00,000",nan,2018,2018-06-01,23000000.0
232,07/06/2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,"1,15,00,000",nan,2018,2018-06-01,11500000.0
233,10/06/2018,AyeFinance,Finance,Online Lending Platform,NCR,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,"2,15,00,000",nan,2018,2018-06-01,21500000.0
234,11/06/2018,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed Angel Funding,nan,nan,2018,2018-06-01,-999.0
235,12/06/2018,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,"1,48,00,000",nan,2018,2018-06-01,14800000.0
236,12/06/2018,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,"1,01,00,000",nan,2018,2018-06-01,10100000.0
237,12/06/2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,Seed Angel Funding,"30,00,000",nan,2018,2018-06-01,3000000.0
238,13/06/2018,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,NCR,"Spiral Ventures, Subho Ray and Samir Kumar",Seed Angel Funding,"3,000,00",nan,2018,2018-06-01,300000.0
239,13/06/2018,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,NCR,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed Angel Funding,"4,50,000",nan,2018,2018-06-01,450000.0
240,13/06/2018,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",NCR,Rannvijay Singha,Seed Angel Funding,nan,nan,2018,2018-06-01,-999.0
241,14/06/2018,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,Seed Angel Funding,"34,50,000",nan,2018,2018-06-01,3450000.0
242,14/06/2018,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,"48,00,000",nan,2018,2018-06-01,4800000.0
243,18/06/2018,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,"2,10,00,000",nan,2018,2018-06-01,21000000.0
244,18/06/2018,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed Angel Funding,"17,00,000",nan,2018,2018-06-01,1700000.0
245,19/06/2018,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed Angel Funding,nan,nan,2018,2018-06-01,-999.0
246,19/06/2018,RentSher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Seed Angel Funding,"11,00,000",nan,2018,2018-06-01,1100000.0
247,20/06/2018,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,"1,50,00,000",nan,2018,2018-06-01,15000000.0
248,22/06/2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,"91,00,000",nan,2018,2018-06-01,9100000.0
249,25/06/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,NCR,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,"20,00,00,000",nan,2018,2018-06-01,200000000.0
250,25/06/2018,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Private Equity,"40,00,000",nan,2018,2018-06-01,4000000.0
251,25/06/2018,Sqqrl,Finance,App-based investment platform,NCR,Equanimity Venture Fund,Seed Angel Funding,"10,00,000",nan,2018,2018-06-01,1000000.0
252,26/06/2018,Paytm,Technology,Digital Payment Platform,NCR,One 97 Communications,Private Equity,"89,50,000",nan,2018,2018-06-01,8950000.0
253,26/06/2018,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,"1,90,00,000",nan,2018,2018-06-01,19000000.0
254,27/06/2018,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,"45,00,000",nan,2018,2018-06-01,4500000.0
255,28/06/2018,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,Seed Angel Funding,"11,00,000",nan,2018,2018-06-01,1100000.0
256,28/06/2018,Edureka,Ed-Tech,Online Education Platform,Bangalore,Leo Capital,Seed Angel Funding,"20,00,000",nan,2018,2018-06-01,2000000.0
257,29/06/2018,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed Angel Funding,nan,nan,2018,2018-06-01,-999.0
258,02/05/2018,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed Angel Funding,"4,50,000",nan,2018,2018-05-01,450000.0
259,02/05/2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,"2,20,00,000",nan,2018,2018-05-01,22000000.0
260,03/05/2018,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed Angel Funding,"25,00,000",nan,2018,2018-05-01,2500000.0
261,07/05/2018,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,nan,Seed Angel Funding,"2,25,000",nan,2018,2018-05-01,225000.0
262,09/05/2018,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed Angel Funding,"10,00,000",nan,2018,2018-05-01,1000000.0
263,11/05/2018,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed Angel Funding,"9,49,000",nan,2018,2018-05-01,949000.0
264,14/05/2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,"2,40,00,000",nan,2018,2018-05-01,24000000.0
265,16/05/2018,mfine,Healthcare,Doctor-Consultation App,Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000,nan,2018,2018-05-01,4200000.0
266,21/05/2018,Rocketium,Technology,Online Video Creation Platform,Bangalore,Blume ventures,Seed Angel Funding,"3,00,000",nan,2018,2018-05-01,300000.0
267,21/05/2018,MilkBasket,Technology,Micro-Delivery Grocery Startup,NCR,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,"70,00,000",nan,2018,2018-05-01,7000000.0
268,22/05/2018,Vola,Finance,Micro Lending Platform,Bangalore,Credika and unnamed angel investors,Seed Angel Funding,"5,00,000",nan,2018,2018-05-01,500000.0
269,22/05/2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bangalore,LetsVenture,Seed Angel Funding,"7,35,000",nan,2018,2018-05-01,735000.0
270,23/05/2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bangalore,RS Shanbag,Seed Angel Funding,"7,35,000",nan,2018,2018-05-01,735000.0
271,23/05/2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed Angel Funding,"20,00,000",nan,2018,2018-05-01,2000000.0
